#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   721   0.198872E+04  -0.126007E+03   0.110976E-04  -0.126007E+03   0.353877E+02  -0.114915E-05   0.110976E-04  -0.114915E-05   0.111251E-07
   722   0.199647E+04  -0.126972E+03   0.111225E-04  -0.126972E+03   0.351968E+02  -0.114460E-05   0.111225E-04  -0.114460E-05   0.111015E-07
   723   0.200431E+04  -0.127905E+03   0.111469E-04  -0.127905E+03   0.350012E+02  -0.113994E-05   0.111469E-04  -0.113994E-05   0.110780E-07
   724   0.201225E+04  -0.128806E+03   0.111706E-04  -0.128806E+03   0.348012E+02  -0.113517E-05   0.111706E-04  -0.113517E-05   0.110546E-07
   725   0.202027E+04  -0.129674E+03   0.111937E-04  -0.129674E+03   0.345967E+02  -0.113029E-05   0.111937E-04  -0.113029E-05   0.110313E-07
   726   0.202837E+04  -0.130510E+03   0.112161E-04  -0.130510E+03   0.343878E+02  -0.112529E-05   0.112161E-04  -0.112529E-05   0.110080E-07
   727   0.203656E+04  -0.131313E+03   0.112379E-04  -0.131313E+03   0.341747E+02  -0.112019E-05   0.112379E-04  -0.112019E-05   0.109849E-07
   728   0.204482E+04  -0.132084E+03   0.112591E-04  -0.132084E+03   0.339573E+02  -0.111497E-05   0.112591E-04  -0.111497E-05   0.109618E-07
   729   0.205315E+04  -0.132819E+03   0.112796E-04  -0.132819E+03   0.337359E+02  -0.110965E-05   0.112796E-04  -0.110965E-05   0.109387E-07
   730   0.206155E+04  -0.133521E+03   0.112995E-04  -0.133521E+03   0.335105E+02  -0.110422E-05   0.112995E-04  -0.110422E-05   0.109158E-07
   731   0.207002E+04  -0.134189E+03   0.113187E-04  -0.134189E+03   0.332812E+02  -0.109868E-05   0.113187E-04  -0.109868E-05   0.108929E-07
   732   0.207854E+04  -0.134821E+03   0.113373E-04  -0.134821E+03   0.330480E+02  -0.109304E-05   0.113373E-04  -0.109304E-05   0.108701E-07
   733   0.208712E+04  -0.135418E+03   0.113552E-04  -0.135418E+03   0.328112E+02  -0.108730E-05   0.113552E-04  -0.108730E-05   0.108474E-07
   734   0.209575E+04  -0.135979E+03   0.113725E-04  -0.135979E+03   0.325706E+02  -0.108145E-05   0.113725E-04  -0.108145E-05   0.108248E-07
   735   0.210442E+04  -0.136505E+03   0.113891E-04  -0.136505E+03   0.323267E+02  -0.107549E-05   0.113891E-04  -0.107549E-05   0.108022E-07
   736   0.211314E+04  -0.136995E+03   0.114051E-04  -0.136995E+03   0.320794E+02  -0.106944E-05   0.114051E-04  -0.106944E-05   0.107797E-07
   737   0.212189E+04  -0.137448E+03   0.114204E-04  -0.137448E+03   0.318288E+02  -0.106329E-05   0.114204E-04  -0.106329E-05   0.107573E-07
   738   0.213068E+04  -0.137865E+03   0.114350E-04  -0.137865E+03   0.315750E+02  -0.105703E-05   0.114350E-04  -0.105703E-05   0.107350E-07
   739   0.213950E+04  -0.138244E+03   0.114490E-04  -0.138244E+03   0.313182E+02  -0.105068E-05   0.114490E-04  -0.105068E-05   0.107127E-07
   740   0.214834E+04  -0.138586E+03   0.114623E-04  -0.138586E+03   0.310585E+02  -0.104423E-05   0.114623E-04  -0.104423E-05   0.106905E-07
   741   0.215720E+04  -0.138892E+03   0.114749E-04  -0.138892E+03   0.307960E+02  -0.103768E-05   0.114749E-04  -0.103768E-05   0.106684E-07
   742   0.216607E+04  -0.139160E+03   0.114869E-04  -0.139160E+03   0.305309E+02  -0.103103E-05   0.114869E-04  -0.103103E-05   0.106463E-07
   743   0.217495E+04  -0.139390E+03   0.114981E-04  -0.139390E+03   0.302633E+02  -0.102429E-05   0.114981E-04  -0.102429E-05   0.106244E-07
   744   0.218384E+04  -0.139583E+03   0.115088E-04  -0.139583E+03   0.299932E+02  -0.101746E-05   0.115088E-04  -0.101746E-05   0.106024E-07
   745   0.219272E+04  -0.139737E+03   0.115187E-04  -0.139737E+03   0.297210E+02  -0.101053E-05   0.115187E-04  -0.101053E-05   0.105806E-07
   746   0.220160E+04  -0.139855E+03   0.115279E-04  -0.139855E+03   0.294466E+02  -0.100351E-05   0.115279E-04  -0.100351E-05   0.105589E-07
   747   0.221048E+04  -0.139934E+03   0.115365E-04  -0.139934E+03   0.291702E+02  -0.996397E-06   0.115365E-04  -0.996397E-06   0.105372E-07
   748   0.221933E+04  -0.139975E+03   0.115444E-04  -0.139975E+03   0.288918E+02  -0.989194E-06   0.115444E-04  -0.989194E-06   0.105155E-07
   749   0.222817E+04  -0.139978E+03   0.115516E-04  -0.139978E+03   0.286117E+02  -0.981901E-06   0.115516E-04  -0.981901E-06   0.104940E-07
   750   0.223699E+04  -0.139943E+03   0.115581E-04  -0.139943E+03   0.283299E+02  -0.974519E-06   0.115581E-04  -0.974519E-06   0.104725E-07
   751   0.224579E+04  -0.139870E+03   0.115639E-04  -0.139870E+03   0.280466E+02  -0.967049E-06   0.115639E-04  -0.967049E-06   0.104511E-07
   752   0.225454E+04  -0.139758E+03   0.115690E-04  -0.139758E+03   0.277619E+02  -0.959493E-06   0.115690E-04  -0.959493E-06   0.104297E-07
   753   0.226326E+04  -0.139608E+03   0.115735E-04  -0.139608E+03   0.274758E+02  -0.951852E-06   0.115735E-04  -0.951852E-06   0.104085E-07
   754   0.227195E+04  -0.139421E+03   0.115772E-04  -0.139421E+03   0.271886E+02  -0.944128E-06   0.115772E-04  -0.944128E-06   0.103873E-07
   755   0.228059E+04  -0.139195E+03   0.115803E-04  -0.139195E+03   0.269004E+02  -0.936322E-06   0.115803E-04  -0.936322E-06   0.103661E-07
   756   0.228919E+04  -0.138931E+03   0.115827E-04  -0.138931E+03   0.266112E+02  -0.928436E-06   0.115827E-04  -0.928436E-06   0.103450E-07
   757   0.229774E+04  -0.138630E+03   0.115844E-04  -0.138630E+03   0.263215E+02  -0.920472E-06   0.115844E-04  -0.920472E-06   0.103240E-07
   758   0.230624E+04  -0.138292E+03   0.115854E-04  -0.138292E+03   0.260310E+02  -0.912431E-06   0.115854E-04  -0.912431E-06   0.103031E-07
   759   0.231469E+04  -0.137917E+03   0.115858E-04  -0.137917E+03   0.257402E+02  -0.904315E-06   0.115858E-04  -0.904315E-06   0.102822E-07
   760   0.232308E+04  -0.137504E+03   0.115855E-04  -0.137504E+03   0.254491E+02  -0.896125E-06   0.115855E-04  -0.896125E-06   0.102614E-07
   761   0.233141E+04  -0.137054E+03   0.115846E-04  -0.137054E+03   0.251578E+02  -0.887863E-06   0.115846E-04  -0.887863E-06   0.102407E-07
   762   0.233968E+04  -0.136567E+03   0.115830E-04  -0.136567E+03   0.248665E+02  -0.879531E-06   0.115830E-04  -0.879531E-06   0.102200E-07
   763   0.234788E+04  -0.136043E+03   0.115808E-04  -0.136043E+03   0.245752E+02  -0.871130E-06   0.115808E-04  -0.871130E-06   0.101994E-07
   764   0.235599E+04  -0.135482E+03   0.115778E-04  -0.135482E+03   0.242841E+02  -0.862662E-06   0.115778E-04  -0.862662E-06   0.101788E-07
   765   0.236403E+04  -0.134884E+03   0.115743E-04  -0.134884E+03   0.239934E+02  -0.854129E-06   0.115743E-04  -0.854129E-06   0.101584E-07
   766   0.237198E+04  -0.134249E+03   0.115701E-04  -0.134249E+03   0.237031E+02  -0.845531E-06   0.115701E-04  -0.845531E-06   0.101379E-07
   767   0.237984E+04  -0.133577E+03   0.115653E-04  -0.133577E+03   0.234132E+02  -0.836871E-06   0.115653E-04  -0.836871E-06   0.101176E-07
   768   0.238761E+04  -0.132868E+03   0.115598E-04  -0.132868E+03   0.231241E+02  -0.828151E-06   0.115598E-04  -0.828151E-06   0.100973E-07
   769   0.239526E+04  -0.132123E+03   0.115537E-04  -0.132123E+03   0.228359E+02  -0.819371E-06   0.115537E-04  -0.819371E-06   0.100771E-07
   770   0.240282E+04  -0.131342E+03   0.115469E-04  -0.131342E+03   0.225486E+02  -0.810534E-06   0.115469E-04  -0.810534E-06   0.100569E-07
   771   0.241027E+04  -0.130526E+03   0.115395E-04  -0.130526E+03   0.222625E+02  -0.801641E-06   0.115395E-04  -0.801641E-06   0.100368E-07
   772   0.241760E+04  -0.129674E+03   0.115315E-04  -0.129674E+03   0.219777E+02  -0.792693E-06   0.115315E-04  -0.792693E-06   0.100168E-07
   773   0.242482E+04  -0.128788E+03   0.115229E-04  -0.128788E+03   0.216943E+02  -0.783693E-06   0.115229E-04  -0.783693E-06   0.999681E-08
   774   0.243191E+04  -0.127868E+03   0.115137E-04  -0.127868E+03   0.214125E+02  -0.774642E-06   0.115137E-04  -0.774642E-06   0.997691E-08
   775   0.243888E+04  -0.126914E+03   0.115038E-04  -0.126914E+03   0.211324E+02  -0.765541E-06   0.115038E-04  -0.765541E-06   0.995706E-08
   776   0.244572E+04  -0.125927E+03   0.114933E-04  -0.125927E+03   0.208541E+02  -0.756393E-06   0.114933E-04  -0.756393E-06   0.993727E-08
   777   0.245244E+04  -0.124906E+03   0.114823E-04  -0.124906E+03   0.205778E+02  -0.747198E-06   0.114823E-04  -0.747198E-06   0.991755E-08
   778   0.245904E+04  -0.123854E+03   0.114706E-04  -0.123854E+03   0.203035E+02  -0.737958E-06   0.114706E-04  -0.737958E-06   0.989788E-08
   779   0.246550E+04  -0.122769E+03   0.114583E-04  -0.122769E+03   0.200314E+02  -0.728676E-06   0.114583E-04  -0.728676E-06   0.987828E-08
   780   0.247184E+04  -0.121653E+03   0.114454E-04  -0.121653E+03   0.197617E+02  -0.719352E-06   0.114454E-04  -0.719352E-06   0.985874E-08
   781   0.247804E+04  -0.120507E+03   0.114319E-04  -0.120507E+03   0.194944E+02  -0.709988E-06   0.114319E-04  -0.709988E-06   0.983925E-08
   782   0.248411E+04  -0.119329E+03   0.114178E-04  -0.119329E+03   0.192296E+02  -0.700586E-06   0.114178E-04  -0.700586E-06   0.981983E-08
   783   0.249004E+04  -0.118121E+03   0.114031E-04  -0.118121E+03   0.189674E+02  -0.691147E-06   0.114031E-04  -0.691147E-06   0.980047E-08
   784   0.249583E+04  -0.116883E+03   0.113879E-04  -0.116883E+03   0.187080E+02  -0.681673E-06   0.113879E-04  -0.681673E-06   0.978116E-08
   785   0.250146E+04  -0.115614E+03   0.113720E-04  -0.115614E+03   0.184515E+02  -0.672166E-06   0.113720E-04  -0.672166E-06   0.976192E-08
   786   0.250693E+04  -0.114315E+03   0.113556E-04  -0.114315E+03   0.181979E+02  -0.662626E-06   0.113556E-04  -0.662626E-06   0.974273E-08
   787   0.251225E+04  -0.112987E+03   0.113386E-04  -0.112987E+03   0.179473E+02  -0.653057E-06   0.113386E-04  -0.653057E-06   0.972361E-08
   788   0.251740E+04  -0.111629E+03   0.113210E-04  -0.111629E+03   0.177000E+02  -0.643459E-06   0.113210E-04  -0.643459E-06   0.970454E-08
   789   0.252237E+04  -0.110242E+03   0.113028E-04  -0.110242E+03   0.174559E+02  -0.633834E-06   0.113028E-04  -0.633834E-06   0.968553E-08
   790   0.252718E+04  -0.108826E+03   0.112841E-04  -0.108826E+03   0.172154E+02  -0.624184E-06   0.112841E-04  -0.624184E-06   0.966657E-08
   791   0.253181E+04  -0.107385E+03   0.112648E-04  -0.107385E+03   0.169784E+02  -0.614510E-06   0.112648E-04  -0.614510E-06   0.964767E-08
   792   0.253627E+04  -0.105916E+03   0.112450E-04  -0.105916E+03   0.167452E+02  -0.604813E-06   0.112450E-04  -0.604813E-06   0.962883E-08
   793   0.254055E+04  -0.104422E+03   0.112246E-04  -0.104422E+03   0.165160E+02  -0.595096E-06   0.112246E-04  -0.595096E-06   0.961005E-08
   794   0.254466E+04  -0.102904E+03   0.112036E-04  -0.102904E+03   0.162908E+02  -0.585360E-06   0.112036E-04  -0.585360E-06   0.959132E-08
   795   0.254857E+04  -0.101363E+03   0.111821E-04  -0.101363E+03   0.160698E+02  -0.575607E-06   0.111821E-04  -0.575607E-06   0.957265E-08
   796   0.255231E+04  -0.997976E+02   0.111600E-04  -0.997976E+02   0.158530E+02  -0.565838E-06   0.111600E-04  -0.565838E-06   0.955404E-08
   797   0.255587E+04  -0.982103E+02   0.111374E-04  -0.982103E+02   0.156406E+02  -0.556054E-06   0.111374E-04  -0.556054E-06   0.953548E-08
   798   0.255925E+04  -0.966006E+02   0.111142E-04  -0.966006E+02   0.154325E+02  -0.546259E-06   0.111142E-04  -0.546259E-06   0.951697E-08
   799   0.256244E+04  -0.949694E+02   0.110905E-04  -0.949694E+02   0.152289E+02  -0.536452E-06   0.110905E-04  -0.536452E-06   0.949852E-08
   800   0.256545E+04  -0.933158E+02   0.110663E-04  -0.933158E+02   0.150298E+02  -0.526636E-06   0.110663E-04  -0.526636E-06   0.948013E-08
   801   0.256828E+04  -0.916422E+02   0.110415E-04  -0.916422E+02   0.148353E+02  -0.516811E-06   0.110415E-04  -0.516811E-06   0.946179E-08
   802   0.257092E+04  -0.899478E+02   0.110162E-04  -0.899478E+02   0.146453E+02  -0.506980E-06   0.110162E-04  -0.506980E-06   0.944350E-08
   803   0.257337E+04  -0.882333E+02   0.109904E-04  -0.882333E+02   0.144601E+02  -0.497142E-06   0.109904E-04  -0.497142E-06   0.942527E-08
   804   0.257564E+04  -0.865003E+02   0.109641E-04  -0.865003E+02   0.142797E+02  -0.487298E-06   0.109641E-04  -0.487298E-06   0.940709E-08
   805   0.257770E+04  -0.847479E+02   0.109372E-04  -0.847479E+02   0.141043E+02  -0.477448E-06   0.109372E-04  -0.477448E-06   0.938897E-08
   806   0.257956E+04  -0.829784E+02   0.109099E-04  -0.829784E+02   0.139340E+02  -0.467593E-06   0.109099E-04  -0.467593E-06   0.937090E-08
   807   0.258121E+04  -0.811903E+02   0.108821E-04  -0.811903E+02   0.137688E+02  -0.457733E-06   0.108821E-04  -0.457733E-06   0.935288E-08
   808   0.258265E+04  -0.793867E+02   0.108537E-04  -0.793867E+02   0.136090E+02  -0.447870E-06   0.108537E-04  -0.447870E-06   0.933491E-08
   809   0.258387E+04  -0.775666E+02   0.108249E-04  -0.775666E+02   0.134547E+02  -0.438002E-06   0.108249E-04  -0.438002E-06   0.931700E-08
   810   0.258488E+04  -0.757310E+02   0.107957E-04  -0.757310E+02   0.133058E+02  -0.428132E-06   0.107957E-04  -0.428132E-06   0.929913E-08
   811   0.258568E+04  -0.738814E+02   0.107659E-04  -0.738814E+02   0.131625E+02  -0.418259E-06   0.107659E-04  -0.418259E-06   0.928133E-08
   812   0.258627E+04  -0.720184E+02   0.107357E-04  -0.720184E+02   0.130247E+02  -0.408384E-06   0.107357E-04  -0.408384E-06   0.926357E-08
   813   0.258665E+04  -0.701432E+02   0.107050E-04  -0.701432E+02   0.128926E+02  -0.398507E-06   0.107050E-04  -0.398507E-06   0.924586E-08
   814   0.258684E+04  -0.682565E+02   0.106739E-04  -0.682565E+02   0.127661E+02  -0.388630E-06   0.106739E-04  -0.388630E-06   0.922821E-08
   815   0.258683E+04  -0.663592E+02   0.106423E-04  -0.663592E+02   0.126452E+02  -0.378752E-06   0.106423E-04  -0.378752E-06   0.921061E-08
   816   0.258662E+04  -0.644522E+02   0.106103E-04  -0.644522E+02   0.125302E+02  -0.368874E-06   0.106103E-04  -0.368874E-06   0.919306E-08
   817   0.258622E+04  -0.625362E+02   0.105779E-04  -0.625362E+02   0.124209E+02  -0.358997E-06   0.105779E-04  -0.358997E-06   0.917556E-08
   818   0.258561E+04  -0.606112E+02   0.105450E-04  -0.606112E+02   0.123175E+02  -0.349120E-06   0.105450E-04  -0.349120E-06   0.915811E-08
   819   0.258480E+04  -0.586777E+02   0.105118E-04  -0.586777E+02   0.122200E+02  -0.339246E-06   0.105118E-04  -0.339246E-06   0.914071E-08
   820   0.258377E+04  -0.567362E+02   0.104781E-04  -0.567362E+02   0.121285E+02  -0.329373E-06   0.104781E-04  -0.329373E-06   0.912336E-08
   821   0.258252E+04  -0.547870E+02   0.104440E-04  -0.547870E+02   0.120431E+02  -0.319503E-06   0.104440E-04  -0.319503E-06   0.910606E-08
   822   0.258105E+04  -0.528305E+02   0.104095E-04  -0.528305E+02   0.119639E+02  -0.309637E-06   0.104095E-04  -0.309637E-06   0.908881E-08
   823   0.257935E+04  -0.508671E+02   0.103746E-04  -0.508671E+02   0.118908E+02  -0.299774E-06   0.103746E-04  -0.299774E-06   0.907161E-08
   824   0.257742E+04  -0.488979E+02   0.103394E-04  -0.488979E+02   0.118239E+02  -0.289915E-06   0.103394E-04  -0.289915E-06   0.905446E-08
   825   0.257528E+04  -0.469241E+02   0.103037E-04  -0.469241E+02   0.117633E+02  -0.280061E-06   0.103037E-04  -0.280061E-06   0.903736E-08
   826   0.257292E+04  -0.449469E+02   0.102677E-04  -0.449469E+02   0.117090E+02  -0.270212E-06   0.102677E-04  -0.270212E-06   0.902031E-08
   827   0.257035E+04  -0.429675E+02   0.102313E-04  -0.429675E+02   0.116609E+02  -0.260369E-06   0.102313E-04  -0.260369E-06   0.900331E-08
   828   0.256758E+04  -0.409868E+02   0.101946E-04  -0.409868E+02   0.116192E+02  -0.250532E-06   0.101946E-04  -0.250532E-06   0.898635E-08
   829   0.256461E+04  -0.390063E+02   0.101575E-04  -0.390063E+02   0.115838E+02  -0.240702E-06   0.101575E-04  -0.240702E-06   0.896945E-08
   830   0.256145E+04  -0.370268E+02   0.101200E-04  -0.370268E+02   0.115547E+02  -0.230880E-06   0.101200E-04  -0.230880E-06   0.895259E-08
   831   0.255810E+04  -0.350488E+02   0.100822E-04  -0.350488E+02   0.115320E+02  -0.221065E-06   0.100822E-04  -0.221065E-06   0.893578E-08
   832   0.255454E+04  -0.330728E+02   0.100441E-04  -0.330728E+02   0.115156E+02  -0.211259E-06   0.100441E-04  -0.211259E-06   0.891902E-08
   833   0.255078E+04  -0.310991E+02   0.100057E-04  -0.310991E+02   0.115058E+02  -0.201461E-06   0.100057E-04  -0.201461E-06   0.890230E-08
   834   0.254682E+04  -0.291279E+02   0.996691E-05  -0.291279E+02   0.115023E+02  -0.191673E-06   0.996691E-05  -0.191673E-06   0.888564E-08
   835   0.254264E+04  -0.271598E+02   0.992782E-05  -0.271598E+02   0.115054E+02  -0.181895E-06   0.992782E-05  -0.181895E-06   0.886902E-08
   836   0.253824E+04  -0.251949E+02   0.988843E-05  -0.251949E+02   0.115150E+02  -0.172127E-06   0.988843E-05  -0.172127E-06   0.885244E-08
   837   0.253362E+04  -0.232339E+02   0.984874E-05  -0.232339E+02   0.115311E+02  -0.162371E-06   0.984874E-05  -0.162371E-06   0.883592E-08
   838   0.252880E+04  -0.212775E+02   0.980875E-05  -0.212775E+02   0.115538E+02  -0.152625E-06   0.980875E-05  -0.152625E-06   0.881944E-08
   839   0.252375E+04  -0.193268E+02   0.976847E-05  -0.193268E+02   0.115829E+02  -0.142892E-06   0.976847E-05  -0.142892E-06   0.880300E-08
   840   0.251851E+04  -0.173828E+02   0.972790E-05  -0.173828E+02   0.116185E+02  -0.133171E-06   0.972790E-05  -0.133171E-06   0.878661E-08
   841   0.251307E+04  -0.154464E+02   0.968707E-05  -0.154464E+02   0.116604E+02  -0.123464E-06   0.968707E-05  -0.123464E-06   0.877027E-08
   842   0.250744E+04  -0.135187E+02   0.964596E-05  -0.135187E+02   0.117088E+02  -0.113770E-06   0.964596E-05  -0.113770E-06   0.875398E-08
   843   0.250161E+04  -0.116006E+02   0.960459E-05  -0.116006E+02   0.117635E+02  -0.104090E-06   0.960459E-05  -0.104090E-06   0.873772E-08
   844   0.249561E+04  -0.969315E+01   0.956296E-05  -0.969315E+01   0.118244E+02  -0.944244E-07   0.956296E-05  -0.944244E-07   0.872152E-08
   845   0.248942E+04  -0.779683E+01   0.952108E-05  -0.779683E+01   0.118916E+02  -0.847742E-07   0.952108E-05  -0.847742E-07   0.870536E-08
   846   0.248305E+04  -0.591237E+01   0.947896E-05  -0.591237E+01   0.119652E+02  -0.751397E-07   0.947896E-05  -0.751397E-07   0.868924E-08
   847   0.247649E+04  -0.404024E+01   0.943660E-05  -0.404024E+01   0.120451E+02  -0.655213E-07   0.943660E-05  -0.655213E-07   0.867317E-08
   848   0.246974E+04  -0.218105E+01   0.939400E-05  -0.218105E+01   0.121313E+02  -0.559196E-07   0.939400E-05  -0.559196E-07   0.865714E-08
   849   0.246280E+04  -0.335362E+00   0.935119E-05  -0.335362E+00   0.122240E+02  -0.463351E-07   0.935119E-05  -0.463351E-07   0.864116E-08
   850   0.245566E+04   0.149626E+01   0.930815E-05   0.149626E+01   0.123230E+02  -0.367683E-07   0.930815E-05  -0.367683E-07   0.862522E-08
   851   0.244834E+04   0.331325E+01   0.926490E-05   0.331325E+01   0.124285E+02  -0.272200E-07   0.926490E-05  -0.272200E-07   0.860932E-08
   852   0.244082E+04   0.511509E+01   0.922145E-05   0.511509E+01   0.125402E+02  -0.176911E-07   0.922145E-05  -0.176911E-07   0.859347E-08
   853   0.243311E+04   0.690128E+01   0.917778E-05   0.690128E+01   0.126582E+02  -0.818307E-08   0.917778E-05  -0.818307E-08   0.857766E-08
   854   0.242522E+04   0.867129E+01   0.913391E-05   0.867129E+01   0.127822E+02   0.130288E-08   0.913391E-05   0.130288E-08   0.856190E-08
   855   0.241717E+04   0.104246E+02   0.908984E-05   0.104246E+02   0.129123E+02   0.107655E-07   0.908984E-05   0.107655E-07   0.854617E-08
   856   0.240894E+04   0.121608E+02   0.904557E-05   0.121608E+02   0.130483E+02   0.202034E-07   0.904557E-05   0.202034E-07   0.853049E-08
   857   0.240055E+04   0.138793E+02   0.900110E-05   0.138793E+02   0.131900E+02   0.296155E-07   0.900110E-05   0.296155E-07   0.851486E-08
   858   0.239201E+04   0.155795E+02   0.895644E-05   0.155795E+02   0.133376E+02   0.390003E-07   0.895644E-05   0.390003E-07   0.849926E-08
