#    L    TT             EE             TE             PP             TP          
  2114   0.203500E+03   0.411329E+01  -0.431314E+01   0.866969E+05   0.113964E+02
  2115   0.202707E+03   0.412198E+01  -0.415574E+01   0.866236E+05   0.115387E+02
  2116   0.201907E+03   0.413151E+01  -0.400064E+01   0.865503E+05   0.116795E+02
  2117   0.201101E+03   0.414188E+01  -0.384788E+01   0.864771E+05   0.118185E+02
  2118   0.200288E+03   0.415305E+01  -0.369751E+01   0.864040E+05   0.119556E+02
  2119   0.199471E+03   0.416502E+01  -0.354956E+01   0.863310E+05   0.120906E+02
  2120   0.198646E+03   0.417779E+01  -0.340406E+01   0.862580E+05   0.122232E+02
  2121   0.197817E+03   0.419133E+01  -0.326106E+01   0.861852E+05   0.123533E+02
  2122   0.196983E+03   0.420563E+01  -0.312059E+01   0.861125E+05   0.124807E+02
  2123   0.196143E+03   0.422069E+01  -0.298268E+01   0.860398E+05   0.126051E+02
  2124   0.195299E+03   0.423647E+01  -0.284737E+01   0.859672E+05   0.127265E+02
  2125   0.194449E+03   0.425298E+01  -0.271469E+01   0.858947E+05   0.128446E+02
  2126   0.193596E+03   0.427020E+01  -0.258466E+01   0.858224E+05   0.129592E+02
  2127   0.192738E+03   0.428811E+01  -0.245734E+01   0.857500E+05   0.130701E+02
  2128   0.191876E+03   0.430670E+01  -0.233273E+01   0.856778E+05   0.131772E+02
  2129   0.191011E+03   0.432595E+01  -0.221087E+01   0.856057E+05   0.132801E+02
  2130   0.190141E+03   0.434584E+01  -0.209179E+01   0.855336E+05   0.133788E+02
  2131   0.189269E+03   0.436637E+01  -0.197552E+01   0.854617E+05   0.134731E+02
  2132   0.188392E+03   0.438752E+01  -0.186208E+01   0.853898E+05   0.135627E+02
  2133   0.187513E+03   0.440926E+01  -0.175149E+01   0.853180E+05   0.136475E+02
  2134   0.186631E+03   0.443160E+01  -0.164378E+01   0.852463E+05   0.137272E+02
  2135   0.185746E+03   0.445450E+01  -0.153896E+01   0.851747E+05   0.138017E+02
  2136   0.184859E+03   0.447795E+01  -0.143705E+01   0.851032E+05   0.138708E+02
  2137   0.183969E+03   0.450195E+01  -0.133807E+01   0.850318E+05   0.139343E+02
  2138   0.183078E+03   0.452647E+01  -0.124202E+01   0.849604E+05   0.139919E+02
  2139   0.182185E+03   0.455149E+01  -0.114894E+01   0.848891E+05   0.140436E+02
  2140   0.181291E+03   0.457701E+01  -0.105884E+01   0.848180E+05   0.140891E+02
  2141   0.180395E+03   0.460299E+01  -0.971731E+00   0.847469E+05   0.141282E+02
  2142   0.179499E+03   0.462944E+01  -0.887611E+00   0.846759E+05   0.141607E+02
  2143   0.178601E+03   0.465632E+01  -0.806508E+00   0.846049E+05   0.141864E+02
  2144   0.177703E+03   0.468363E+01  -0.728422E+00   0.845341E+05   0.142051E+02
  2145   0.176804E+03   0.471134E+01  -0.653374E+00   0.844633E+05   0.142167E+02
  2146   0.175904E+03   0.473942E+01  -0.581371E+00   0.843927E+05   0.142210E+02
  2147   0.175005E+03   0.476789E+01  -0.512419E+00   0.843221E+05   0.142177E+02
  2148   0.174105E+03   0.479671E+01  -0.446521E+00   0.842516E+05   0.142066E+02
  2149   0.173206E+03   0.482586E+01  -0.383680E+00   0.841812E+05   0.141877E+02
  2150   0.172308E+03   0.485533E+01  -0.323902E+00   0.841108E+05   0.141606E+02
  2151   0.171410E+03   0.488509E+01  -0.267190E+00   0.840406E+05   0.141252E+02
  2152   0.170512E+03   0.491514E+01  -0.213547E+00   0.839704E+05   0.140819E+02
  2153   0.169616E+03   0.494545E+01  -0.162975E+00   0.839004E+05   0.140308E+02
  2154   0.168721E+03   0.497601E+01  -0.115470E+00   0.838304E+05   0.139724E+02
  2155   0.167828E+03   0.500680E+01  -0.710264E-01   0.837605E+05   0.139070E+02
  2156   0.166936E+03   0.503779E+01  -0.296369E-01   0.836906E+05   0.138348E+02
  2157   0.166046E+03   0.506899E+01   0.870416E-02   0.836209E+05   0.137562E+02
  2158   0.165159E+03   0.510036E+01   0.440032E-01   0.835512E+05   0.136715E+02
  2159   0.164272E+03   0.513189E+01   0.762660E-01   0.834817E+05   0.135810E+02
  2160   0.163389E+03   0.516356E+01   0.105501E+00   0.834122E+05   0.134850E+02
  2161   0.162508E+03   0.519536E+01   0.131717E+00   0.833428E+05   0.133839E+02
  2162   0.161630E+03   0.522726E+01   0.154929E+00   0.832735E+05   0.132780E+02
  2163   0.160755E+03   0.525926E+01   0.175147E+00   0.832042E+05   0.131675E+02
  2164   0.159883E+03   0.529132E+01   0.192385E+00   0.831351E+05   0.130529E+02
  2165   0.159013E+03   0.532344E+01   0.206654E+00   0.830660E+05   0.129343E+02
  2166   0.158148E+03   0.535559E+01   0.217966E+00   0.829970E+05   0.128122E+02
  2167   0.157286E+03   0.538775E+01   0.226338E+00   0.829281E+05   0.126868E+02
  2168   0.156428E+03   0.541993E+01   0.231790E+00   0.828593E+05   0.125585E+02
  2169   0.155574E+03   0.545208E+01   0.234351E+00   0.827905E+05   0.124276E+02
  2170   0.154724E+03   0.548421E+01   0.234044E+00   0.827218E+05   0.122944E+02
  2171   0.153877E+03   0.551629E+01   0.230896E+00   0.826533E+05   0.121592E+02
  2172   0.153036E+03   0.554831E+01   0.224934E+00   0.825848E+05   0.120224E+02
  2173   0.152200E+03   0.558025E+01   0.216182E+00   0.825164E+05   0.118842E+02
  2174   0.151369E+03   0.561211E+01   0.204667E+00   0.824480E+05   0.117449E+02
  2175   0.150542E+03   0.564385E+01   0.190414E+00   0.823798E+05   0.116050E+02
  2176   0.149721E+03   0.567547E+01   0.173450E+00   0.823116E+05   0.114647E+02
  2177   0.148906E+03   0.570695E+01   0.153799E+00   0.822435E+05   0.113242E+02
  2178   0.148095E+03   0.573827E+01   0.131487E+00   0.821755E+05   0.111840E+02
  2179   0.147291E+03   0.576942E+01   0.106541E+00   0.821076E+05   0.110444E+02
  2180   0.146492E+03   0.580038E+01   0.789870E-01   0.820397E+05   0.109057E+02
  2181   0.145698E+03   0.583112E+01   0.488509E-01   0.819719E+05   0.107681E+02
  2182   0.144912E+03   0.586165E+01   0.161669E-01   0.819042E+05   0.106320E+02
  2183   0.144131E+03   0.589194E+01  -0.190298E-01   0.818366E+05   0.104978E+02
  2184   0.143357E+03   0.592198E+01  -0.567042E-01   0.817691E+05   0.103657E+02
  2185   0.142588E+03   0.595176E+01  -0.968216E-01   0.817017E+05   0.102360E+02
  2186   0.141827E+03   0.598126E+01  -0.139346E+00   0.816343E+05   0.101091E+02
  2187   0.141073E+03   0.601046E+01  -0.184242E+00   0.815670E+05   0.998535E+01
  2188   0.140324E+03   0.603936E+01  -0.231477E+00   0.814998E+05   0.986497E+01
  2189   0.139584E+03   0.606793E+01  -0.281012E+00   0.814327E+05   0.974832E+01
  2190   0.138850E+03   0.609617E+01  -0.332812E+00   0.813656E+05   0.963570E+01
  2191   0.138124E+03   0.612405E+01  -0.386841E+00   0.812986E+05   0.952745E+01
  2192   0.137405E+03   0.615158E+01  -0.443062E+00   0.812317E+05   0.942386E+01
  2193   0.136693E+03   0.617872E+01  -0.501440E+00   0.811649E+05   0.932527E+01
  2194   0.135988E+03   0.620546E+01  -0.561938E+00   0.810982E+05   0.923199E+01
  2195   0.135291E+03   0.623179E+01  -0.624519E+00   0.810315E+05   0.914433E+01
  2196   0.134602E+03   0.625771E+01  -0.689138E+00   0.809650E+05   0.906262E+01
  2197   0.133921E+03   0.628319E+01  -0.755753E+00   0.808985E+05   0.898717E+01
  2198   0.133247E+03   0.630822E+01  -0.824310E+00   0.808321E+05   0.891829E+01
  2199   0.132581E+03   0.633280E+01  -0.894777E+00   0.807657E+05   0.885630E+01
  2200   0.131924E+03   0.635692E+01  -0.967101E+00   0.806994E+05   0.880153E+01
  2201   0.131274E+03   0.638055E+01  -0.104125E+01   0.806333E+05   0.875418E+01
  2202   0.130633E+03   0.640370E+01  -0.111715E+01   0.805672E+05   0.871405E+01
  2203   0.130000E+03   0.642635E+01  -0.119478E+01   0.805011E+05   0.868084E+01
  2204   0.129376E+03   0.644849E+01  -0.127410E+01   0.804352E+05   0.865424E+01
  2205   0.128760E+03   0.647011E+01  -0.135505E+01   0.803693E+05   0.863395E+01
  2206   0.128153E+03   0.649120E+01  -0.143760E+01   0.803035E+05   0.861966E+01
  2207   0.127554E+03   0.651174E+01  -0.152171E+01   0.802378E+05   0.861106E+01
  2208   0.126963E+03   0.653172E+01  -0.160732E+01   0.801721E+05   0.860786E+01
  2209   0.126381E+03   0.655114E+01  -0.169440E+01   0.801066E+05   0.860975E+01
  2210   0.125809E+03   0.656999E+01  -0.178289E+01   0.800411E+05   0.861641E+01
  2211   0.125244E+03   0.658826E+01  -0.187276E+01   0.799757E+05   0.862756E+01
  2212   0.124688E+03   0.660594E+01  -0.196394E+01   0.799103E+05   0.864288E+01
  2213   0.124142E+03   0.662301E+01  -0.205639E+01   0.798451E+05   0.866206E+01
  2214   0.123604E+03   0.663949E+01  -0.215006E+01   0.797799E+05   0.868480E+01
  2215   0.123074E+03   0.665535E+01  -0.224491E+01   0.797148E+05   0.871080E+01
  2216   0.122554E+03   0.667058E+01  -0.234087E+01   0.796498E+05   0.873976E+01
  2217   0.122043E+03   0.668520E+01  -0.243791E+01   0.795848E+05   0.877136E+01
  2218   0.121541E+03   0.669918E+01  -0.253597E+01   0.795199E+05   0.880530E+01
  2219   0.121047E+03   0.671252E+01  -0.263500E+01   0.794551E+05   0.884127E+01
  2220   0.120562E+03   0.672522E+01  -0.273496E+01   0.793904E+05   0.887898E+01
  2221   0.120087E+03   0.673727E+01  -0.283580E+01   0.793258E+05   0.891812E+01
  2222   0.119620E+03   0.674867E+01  -0.293745E+01   0.792612E+05   0.895837E+01
  2223   0.119163E+03   0.675941E+01  -0.303988E+01   0.791967E+05   0.899945E+01
  2224   0.118715E+03   0.676949E+01  -0.314304E+01   0.791323E+05   0.904103E+01
  2225   0.118276E+03   0.677888E+01  -0.324688E+01   0.790679E+05   0.908282E+01
  2226   0.117845E+03   0.678761E+01  -0.335134E+01   0.790036E+05   0.912451E+01
  2227   0.117424E+03   0.679565E+01  -0.345638E+01   0.789394E+05   0.916580E+01
  2228   0.117011E+03   0.680301E+01  -0.356195E+01   0.788753E+05   0.920637E+01
  2229   0.116607E+03   0.680967E+01  -0.366801E+01   0.788113E+05   0.924594E+01
  2230   0.116213E+03   0.681564E+01  -0.377449E+01   0.787473E+05   0.928418E+01
  2231   0.115827E+03   0.682091E+01  -0.388135E+01   0.786834E+05   0.932080E+01
  2232   0.115451E+03   0.682548E+01  -0.398855E+01   0.786196E+05   0.935549E+01
  2233   0.115082E+03   0.682934E+01  -0.409603E+01   0.785558E+05   0.938795E+01
  2234   0.114723E+03   0.683252E+01  -0.420374E+01   0.784921E+05   0.941786E+01
  2235   0.114373E+03   0.683498E+01  -0.431162E+01   0.784285E+05   0.944494E+01
  2236   0.114032E+03   0.683676E+01  -0.441964E+01   0.783650E+05   0.946886E+01
  2237   0.113699E+03   0.683783E+01  -0.452774E+01   0.783016E+05   0.948933E+01
  2238   0.113375E+03   0.683821E+01  -0.463588E+01   0.782382E+05   0.950604E+01
  2239   0.113059E+03   0.683788E+01  -0.474400E+01   0.781749E+05   0.951868E+01
  2240   0.112753E+03   0.683686E+01  -0.485206E+01   0.781116E+05   0.952696E+01
  2241   0.112455E+03   0.683512E+01  -0.496002E+01   0.780485E+05   0.953056E+01
  2242   0.112165E+03   0.683268E+01  -0.506783E+01   0.779854E+05   0.952918E+01
  2243   0.111884E+03   0.682954E+01  -0.517543E+01   0.779224E+05   0.952251E+01
  2244   0.111611E+03   0.682569E+01  -0.528279E+01   0.778594E+05   0.951026E+01
  2245   0.111347E+03   0.682112E+01  -0.538986E+01   0.777966E+05   0.949211E+01
  2246   0.111091E+03   0.681586E+01  -0.549659E+01   0.777338E+05   0.946776E+01
  2247   0.110843E+03   0.680989E+01  -0.560295E+01   0.776710E+05   0.943691E+01
  2248   0.110603E+03   0.680323E+01  -0.570887E+01   0.776084E+05   0.939924E+01
  2249   0.110371E+03   0.679586E+01  -0.581433E+01   0.775458E+05   0.935446E+01
  2250   0.110147E+03   0.678780E+01  -0.591927E+01   0.774833E+05   0.930226E+01
  2251   0.109932E+03   0.677904E+01  -0.602366E+01   0.774209E+05   0.924244E+01
  2252   0.109724E+03   0.676959E+01  -0.612744E+01   0.773585E+05   0.917521E+01
  2253   0.109523E+03   0.675944E+01  -0.623058E+01   0.772962E+05   0.910087E+01
  2254   0.109331E+03   0.674862E+01  -0.633305E+01   0.772340E+05   0.901974E+01
  2255   0.109145E+03   0.673709E+01  -0.643478E+01   0.771719E+05   0.893213E+01
  2256   0.108968E+03   0.672488E+01  -0.653576E+01   0.771098E+05   0.883836E+01
  2257   0.108797E+03   0.671199E+01  -0.663593E+01   0.770478E+05   0.873872E+01
  2258   0.108635E+03   0.669841E+01  -0.673525E+01   0.769859E+05   0.863355E+01
  2259   0.108479E+03   0.668416E+01  -0.683370E+01   0.769240E+05   0.852314E+01
  2260   0.108330E+03   0.666924E+01  -0.693122E+01   0.768622E+05   0.840780E+01
  2261   0.108189E+03   0.665365E+01  -0.702779E+01   0.768005E+05   0.828786E+01
  2262   0.108055E+03   0.663742E+01  -0.712337E+01   0.767389E+05   0.816362E+01
  2263   0.107926E+03   0.662054E+01  -0.721791E+01   0.766773E+05   0.803539E+01
  2264   0.107805E+03   0.660302E+01  -0.731139E+01   0.766158E+05   0.790349E+01
  2265   0.107691E+03   0.658488E+01  -0.740376E+01   0.765544E+05   0.776822E+01
  2266   0.107583E+03   0.656610E+01  -0.749503E+01   0.764930E+05   0.762990E+01
  2267   0.107481E+03   0.654672E+01  -0.758507E+01   0.764317E+05   0.748884E+01
  2268   0.107385E+03   0.652672E+01  -0.767393E+01   0.763705E+05   0.734535E+01
  2269   0.107296E+03   0.650611E+01  -0.776152E+01   0.763093E+05   0.719974E+01
  2270   0.107213E+03   0.648492E+01  -0.784793E+01   0.762482E+05   0.705232E+01
  2271   0.107136E+03   0.646312E+01  -0.793299E+01   0.761872E+05   0.690341E+01
  2272   0.107064E+03   0.644073E+01  -0.801672E+01   0.761263E+05   0.675331E+01
  2273   0.106999E+03   0.641777E+01  -0.809912E+01   0.760654E+05   0.660234E+01
  2274   0.106939E+03   0.639424E+01  -0.818010E+01   0.760046E+05   0.645081E+01
  2275   0.106884E+03   0.637015E+01  -0.825967E+01   0.759439E+05   0.629903E+01
  2276   0.106835E+03   0.634551E+01  -0.833783E+01   0.758832E+05   0.614732E+01
  2277   0.106790E+03   0.632032E+01  -0.841450E+01   0.758226E+05   0.599597E+01
  2278   0.106751E+03   0.629462E+01  -0.848969E+01   0.757621E+05   0.584531E+01
  2279   0.106717E+03   0.626838E+01  -0.856339E+01   0.757016E+05   0.569565E+01
  2280   0.106688E+03   0.624163E+01  -0.863553E+01   0.756413E+05   0.554730E+01
  2281   0.106663E+03   0.621437E+01  -0.870604E+01   0.755809E+05   0.540057E+01
  2282   0.106643E+03   0.618662E+01  -0.877499E+01   0.755207E+05   0.525576E+01
  2283   0.106627E+03   0.615838E+01  -0.884237E+01   0.754605E+05   0.511320E+01
  2284   0.106616E+03   0.612966E+01  -0.890805E+01   0.754004E+05   0.497320E+01
  2285   0.106608E+03   0.610046E+01  -0.897209E+01   0.753404E+05   0.483606E+01
  2286   0.106605E+03   0.607080E+01  -0.903443E+01   0.752804E+05   0.470209E+01
  2287   0.106606E+03   0.604069E+01  -0.909513E+01   0.752205E+05   0.457162E+01
  2288   0.106610E+03   0.601014E+01  -0.915405E+01   0.751606E+05   0.444494E+01
  2289   0.106619E+03   0.597916E+01  -0.921126E+01   0.751009E+05   0.432238E+01
  2290   0.106631E+03   0.594776E+01  -0.926668E+01   0.750412E+05   0.420424E+01
  2291   0.106645E+03   0.591596E+01  -0.932040E+01   0.749815E+05   0.409084E+01
  2292   0.106664E+03   0.588377E+01  -0.937233E+01   0.749220E+05   0.398248E+01
  2293   0.106686E+03   0.585120E+01  -0.942241E+01   0.748625E+05   0.387947E+01
  2294   0.106710E+03   0.581826E+01  -0.947078E+01   0.748030E+05   0.378214E+01
  2295   0.106738E+03   0.578496E+01  -0.951721E+01   0.747437E+05   0.369079E+01
  2296   0.106767E+03   0.575132E+01  -0.956187E+01   0.746844E+05   0.360573E+01
  2297   0.106800E+03   0.571733E+01  -0.960466E+01   0.746251E+05   0.352727E+01
  2298   0.106835E+03   0.568302E+01  -0.964567E+01   0.745660E+05   0.345573E+01
  2299   0.106873E+03   0.564839E+01  -0.968475E+01   0.745069E+05   0.339142E+01
  2300   0.106913E+03   0.561345E+01  -0.972190E+01   0.744478E+05   0.333464E+01
  2301   0.106954E+03   0.557821E+01  -0.975727E+01   0.743889E+05   0.328563E+01
  2302   0.106998E+03   0.554269E+01  -0.979063E+01   0.743300E+05   0.324432E+01
  2303   0.107043E+03   0.550689E+01  -0.982220E+01   0.742711E+05   0.321053E+01
  2304   0.107090E+03   0.547083E+01  -0.985178E+01   0.742124E+05   0.318413E+01
  2305   0.107139E+03   0.543453E+01  -0.987949E+01   0.741537E+05   0.316493E+01
  2306   0.107188E+03   0.539798E+01  -0.990527E+01   0.740950E+05   0.315280E+01
  2307   0.107240E+03   0.536120E+01  -0.992912E+01   0.740365E+05   0.314756E+01
  2308   0.107292E+03   0.532421E+01  -0.995104E+01   0.739780E+05   0.314906E+01
  2309   0.107345E+03   0.528702E+01  -0.997102E+01   0.739195E+05   0.315714E+01
  2310   0.107399E+03   0.524963E+01  -0.998915E+01   0.738611E+05   0.317165E+01
  2311   0.107454E+03   0.521206E+01  -0.100053E+02   0.738028E+05   0.319242E+01
  2312   0.107509E+03   0.517433E+01  -0.100195E+02   0.737446E+05   0.321929E+01
  2313   0.107565E+03   0.513643E+01  -0.100319E+02   0.736864E+05   0.325211E+01
  2314   0.107621E+03   0.509840E+01  -0.100423E+02   0.736283E+05   0.329072E+01
  2315   0.107678E+03   0.506023E+01  -0.100508E+02   0.735703E+05   0.333496E+01
  2316   0.107734E+03   0.502194E+01  -0.100574E+02   0.735123E+05   0.338467E+01
  2317   0.107791E+03   0.498355E+01  -0.100621E+02   0.734544E+05   0.343970E+01
  2318   0.107848E+03   0.494505E+01  -0.100649E+02   0.733965E+05   0.349988E+01
  2319   0.107903E+03   0.490646E+01  -0.100658E+02   0.733388E+05   0.356505E+01
  2320   0.107959E+03   0.486780E+01  -0.100648E+02   0.732810E+05   0.363506E+01
  2321   0.108014E+03   0.482907E+01  -0.100619E+02   0.732234E+05   0.370975E+01
  2322   0.108068E+03   0.479029E+01  -0.100571E+02   0.731658E+05   0.378897E+01
  2323   0.108123E+03   0.475148E+01  -0.100505E+02   0.731083E+05   0.387254E+01
  2324   0.108176E+03   0.471263E+01  -0.100421E+02   0.730508E+05   0.396031E+01
  2325   0.108228E+03   0.467378E+01  -0.100318E+02   0.729934E+05   0.405213E+01
  2326   0.108278E+03   0.463493E+01  -0.100197E+02   0.729361E+05   0.414784E+01
  2327   0.108328E+03   0.459609E+01  -0.100057E+02   0.728788E+05   0.424727E+01
  2328   0.108376E+03   0.455729E+01  -0.999005E+01   0.728216E+05   0.435027E+01
  2329   0.108424E+03   0.451851E+01  -0.997259E+01   0.727645E+05   0.445669E+01
  2330   0.108469E+03   0.447980E+01  -0.995335E+01   0.727074E+05   0.456635E+01
  2331   0.108513E+03   0.444113E+01  -0.993240E+01   0.726504E+05   0.467911E+01
  2332   0.108556E+03   0.440254E+01  -0.990967E+01   0.725935E+05   0.479480E+01
  2333   0.108597E+03   0.436403E+01  -0.988523E+01   0.725366E+05   0.491327E+01
  2334   0.108635E+03   0.432561E+01  -0.985907E+01   0.724798E+05   0.503436E+01
  2335   0.108672E+03   0.428730E+01  -0.983122E+01   0.724230E+05   0.515790E+01
  2336   0.108706E+03   0.424909E+01  -0.980172E+01   0.723663E+05   0.528375E+01
  2337   0.108739E+03   0.421101E+01  -0.977059E+01   0.723097E+05   0.541174E+01
  2338   0.108769E+03   0.417306E+01  -0.973776E+01   0.722531E+05   0.554171E+01
  2339   0.108796E+03   0.413526E+01  -0.970336E+01   0.721966E+05   0.567351E+01
  2340   0.108821E+03   0.409762E+01  -0.966740E+01   0.721402E+05   0.580697E+01
  2341   0.108844E+03   0.406015E+01  -0.962981E+01   0.720838E+05   0.594194E+01
  2342   0.108864E+03   0.402286E+01  -0.959066E+01   0.720275E+05   0.607826E+01
  2343   0.108881E+03   0.398575E+01  -0.955002E+01   0.719713E+05   0.621577E+01
  2344   0.108895E+03   0.394884E+01  -0.950790E+01   0.719151E+05   0.635431E+01
  2345   0.108906E+03   0.391215E+01  -0.946422E+01   0.718590E+05   0.649373E+01
  2346   0.108915E+03   0.387566E+01  -0.941912E+01   0.718029E+05   0.663386E+01
  2347   0.108920E+03   0.383941E+01  -0.937255E+01   0.717469E+05   0.677455E+01
  2348   0.108923E+03   0.380339E+01  -0.932455E+01   0.716910E+05   0.691564E+01
  2349   0.108921E+03   0.376761E+01  -0.927515E+01   0.716351E+05   0.705697E+01
  2350   0.108917E+03   0.373209E+01  -0.922441E+01   0.715793E+05   0.719837E+01
  2351   0.108909E+03   0.369683E+01  -0.917226E+01   0.715236E+05   0.733969E+01
  2352   0.108898E+03   0.366184E+01  -0.911885E+01   0.714679E+05   0.748066E+01
  2353   0.108883E+03   0.362713E+01  -0.906409E+01   0.714123E+05   0.762105E+01
  2354   0.108865E+03   0.359272E+01  -0.900815E+01   0.713567E+05   0.776057E+01
  2355   0.108843E+03   0.355861E+01  -0.895088E+01   0.713012E+05   0.789899E+01
  2356   0.108817E+03   0.352481E+01  -0.889241E+01   0.712458E+05   0.803603E+01
  2357   0.108788E+03   0.349133E+01  -0.883283E+01   0.711904E+05   0.817144E+01
  2358   0.108755E+03   0.345818E+01  -0.877206E+01   0.711351E+05   0.830496E+01
  2359   0.108718E+03   0.342536E+01  -0.871018E+01   0.710798E+05   0.843633E+01
  2360   0.108677E+03   0.339288E+01  -0.864711E+01   0.710246E+05   0.856529E+01
  2361   0.108633E+03   0.336074E+01  -0.858307E+01   0.709695E+05   0.869158E+01
  2362   0.108584E+03   0.332897E+01  -0.851792E+01   0.709144E+05   0.881495E+01
  2363   0.108531E+03   0.329755E+01  -0.845180E+01   0.708594E+05   0.893513E+01
  2364   0.108474E+03   0.326650E+01  -0.838465E+01   0.708045E+05   0.905187E+01
  2365   0.108413E+03   0.323583E+01  -0.831660E+01   0.707496E+05   0.916491E+01
  2366   0.108348E+03   0.320554E+01  -0.824758E+01   0.706948E+05   0.927398E+01
  2367   0.108278E+03   0.317563E+01  -0.817768E+01   0.706400E+05   0.937883E+01
  2368   0.108205E+03   0.314612E+01  -0.810688E+01   0.705853E+05   0.947921E+01
  2369   0.108127E+03   0.311702E+01  -0.803534E+01   0.705307E+05   0.957484E+01
  2370   0.108045E+03   0.308832E+01  -0.796291E+01   0.704761E+05   0.966547E+01
  2371   0.107959E+03   0.306004E+01  -0.788974E+01   0.704216E+05   0.975085E+01
  2372   0.107868E+03   0.303218E+01  -0.781582E+01   0.703671E+05   0.983071E+01
  2373   0.107774E+03   0.300473E+01  -0.774123E+01   0.703127E+05   0.990480E+01
  2374   0.107674E+03   0.297773E+01  -0.766598E+01   0.702584E+05   0.997285E+01
  2375   0.107571E+03   0.295115E+01  -0.759006E+01   0.702041E+05   0.100346E+02
  2376   0.107463E+03   0.292502E+01  -0.751354E+01   0.701499E+05   0.100898E+02
  2377   0.107350E+03   0.289933E+01  -0.743643E+01   0.700957E+05   0.101382E+02
  2378   0.107233E+03   0.287409E+01  -0.735877E+01   0.700416E+05   0.101795E+02
  2379   0.107112E+03   0.284930E+01  -0.728060E+01   0.699876E+05   0.102135E+02
  2380   0.106987E+03   0.282497E+01  -0.720196E+01   0.699336E+05   0.102399E+02
  2381   0.106857E+03   0.280109E+01  -0.712287E+01   0.698797E+05   0.102585E+02
  2382   0.106723E+03   0.277769E+01  -0.704335E+01   0.698258E+05   0.102690E+02
  2383   0.106584E+03   0.275475E+01  -0.696345E+01   0.697720E+05   0.102711E+02
  2384   0.106440E+03   0.273228E+01  -0.688318E+01   0.697183E+05   0.102645E+02
  2385   0.106293E+03   0.271029E+01  -0.680258E+01   0.696646E+05   0.102491E+02
  2386   0.106141E+03   0.268877E+01  -0.672169E+01   0.696110E+05   0.102246E+02
  2387   0.105984E+03   0.266773E+01  -0.664055E+01   0.695574E+05   0.101906E+02
  2388   0.105824E+03   0.264718E+01  -0.655918E+01   0.695039E+05   0.101470E+02
  2389   0.105659E+03   0.262711E+01  -0.647762E+01   0.694505E+05   0.100934E+02
  2390   0.105489E+03   0.260753E+01  -0.639590E+01   0.693971E+05   0.100297E+02
  2391   0.105315E+03   0.258844E+01  -0.631406E+01   0.693437E+05   0.995558E+01
  2392   0.105137E+03   0.256985E+01  -0.623212E+01   0.692905E+05   0.987074E+01
  2393   0.104954E+03   0.255175E+01  -0.615013E+01   0.692372E+05   0.977494E+01
  2394   0.104768E+03   0.253414E+01  -0.606809E+01   0.691841E+05   0.966792E+01
  2395   0.104577E+03   0.251703E+01  -0.598605E+01   0.691310E+05   0.954944E+01
  2396   0.104382E+03   0.250042E+01  -0.590405E+01   0.690779E+05   0.941922E+01
  2397   0.104183E+03   0.248430E+01  -0.582210E+01   0.690250E+05   0.927701E+01
  2398   0.103980E+03   0.246869E+01  -0.574023E+01   0.689720E+05   0.912255E+01
  2399   0.103773E+03   0.245357E+01  -0.565848E+01   0.689192E+05   0.895559E+01
  2400   0.103561E+03   0.243895E+01  -0.557687E+01   0.688663E+05   0.877585E+01
  2401   0.103345E+03   0.242483E+01  -0.549545E+01   0.688136E+05   0.858326E+01
  2402   0.103126E+03   0.241121E+01  -0.541422E+01   0.687609E+05   0.837836E+01
  2403   0.102901E+03   0.239808E+01  -0.533324E+01   0.687082E+05   0.816190E+01
  2404   0.102674E+03   0.238546E+01  -0.525252E+01   0.686557E+05   0.793460E+01
  2405   0.102442E+03   0.237333E+01  -0.517210E+01   0.686031E+05   0.769720E+01
  2406   0.102207E+03   0.236170E+01  -0.509200E+01   0.685507E+05   0.745041E+01
  2407   0.101968E+03   0.235057E+01  -0.501225E+01   0.684982E+05   0.719497E+01
  2408   0.101724E+03   0.233992E+01  -0.493287E+01   0.684459E+05   0.693162E+01
  2409   0.101478E+03   0.232977E+01  -0.485390E+01   0.683936E+05   0.666107E+01
  2410   0.101227E+03   0.232011E+01  -0.477536E+01   0.683413E+05   0.638406E+01
  2411   0.100973E+03   0.231094E+01  -0.469728E+01   0.682891E+05   0.610132E+01
  2412   0.100714E+03   0.230225E+01  -0.461968E+01   0.682370E+05   0.581357E+01
  2413   0.100453E+03   0.229405E+01  -0.454260E+01   0.681849E+05   0.552155E+01
  2414   0.100188E+03   0.228632E+01  -0.446604E+01   0.681329E+05   0.522599E+01
  2415   0.999188E+02   0.227908E+01  -0.439006E+01   0.680810E+05   0.492761E+01
  2416   0.996470E+02   0.227231E+01  -0.431465E+01   0.680290E+05   0.462715E+01
  2417   0.993715E+02   0.226602E+01  -0.423987E+01   0.679772E+05   0.432533E+01
  2418   0.990930E+02   0.226020E+01  -0.416573E+01   0.679254E+05   0.402289E+01
  2419   0.988108E+02   0.225485E+01  -0.409226E+01   0.678737E+05   0.372055E+01
  2420   0.985264E+02   0.224995E+01  -0.401947E+01   0.678220E+05   0.341904E+01
  2421   0.982383E+02   0.224553E+01  -0.394739E+01   0.677703E+05   0.311910E+01
  2422   0.979471E+02   0.224155E+01  -0.387605E+01   0.677188E+05   0.282144E+01
  2423   0.976538E+02   0.223803E+01  -0.380546E+01   0.676673E+05   0.252681E+01
  2424   0.973567E+02   0.223496E+01  -0.373566E+01   0.676158E+05   0.223593E+01
